label,id,scenario,yr_pub,yr_data,if_jrnl,if_refer,if_pe,if_ge,model,wct_total,wct_food,wct_price,wct_ghg,wct_land,wct_iluc,if_focus,if_corn,if_coarse,if_ddgs,if_iluc,if_fuel,p_oil,if_lvstk,if_response,if_conven,if_broad,if_tax,if_other,if_cornonly,q0_ethnl,q1_ethnl,dq_ethnl,dq_ethnl_pct,dp_corn,dp_corn_pct,p0_corn,wct_fl,wct_fg,wct_fd,wct_ems,wct_fvg,wct_fog,if_food,wct_fvg2,if_dec,dp_corn_d,dp_corn_pct_d,dpc_pct_avg,dq_ethnl_d,dqe_sq,dqe_d_sq,pcqe_e,pcqe_se,pcqe,max_id,wi,n_model,max_model,wm,y,mt,pcqe_se_wm,pcqe_se_wmsum,pcqe_se_wmt,pcqe_e_wm,pcqe_e_wmsum,pcqe_e_wmt,dp_corn_pct_dwm,dp_corn_pct_dwmsum,dp_corn_pct_d_wmt,pcqe_wm,pcqe_wmsum,pcqe_wmt,model_upper,model_lower
"Roberts,_Michael_J.;_Tran,_A._Nam.Conditional_Suspension_of_the_US_Ethanol_Mandate_using_Threshold_Price_inside_a_Competitive_Storage_Model_2013",146,11,2013,2012,0,0,0,0,Storage,9358,11,278,0,8,0,1,1,0,0,1,0,,0,0,1,0,0,0,1,13.6,12.24,-1.36,-.1,-.41,-.057665259,7.1100001,1.375,.11754648,.030882668,.00085488352,.030027784,36.125,1,.00090166781,1,.41,.057665259,.079652295,1.36,1.8496001,1.8496001,.57665259,.042400926,.30147058,26,.03846154,29,30,.033333335,28,35,.0014133643,1.4538637,.041538965,.019221755,13.568561,.38767317,.0019221754,6.2011752,.17717643,.01004902,5.7900596,.16543028,4-Programming,8-Programming
"Roberts,_Michael_J.;_Tran,_A._Nam.Conditional_Suspension_of_the_US_Ethanol_Mandate_using_Threshold_Price_inside_a_Competitive_Storage_Model_2013",135,12,2013,2012,0,0,0,0,Storage,9358,11,278,0,8,0,1,1,0,0,1,0,,0,0,1,0,0,0,1,13.6,10.88,-2.72,-.2,-.61000001,-.085794657,7.1100001,1.375,.11754648,.030882668,.00085488352,.030027784,36.125,1,.00090166781,1,.61000001,.085794657,.14091441,2.72,7.3984003,7.3984003,.42897329,.031542152,.22426471,29,.034482758,30,30,.033333335,28,35,.0010514051,1.4538637,.041538965,.014299111,13.568561,.38767317,.002859822,6.2011752,.17717643,.0074754907,5.7900596,.16543028,4-Programming,8-Programming
"Tokgoz,_Simla;_Elobeid,_Amani;_Fabiosa,_Jacinto;_Hayes,_Dermot_J.;_Babcock,_Bruce_A.;_Yu,_Tun-Hsiang_Edward;_Dong,_Fengxia;_Hart,_Chad_E..Bottlenecks,_drought,_and_oil_price_spikes:_Impact_on_US_ethanol_and_agricultural_sectors_2008",308,1,2008,2016,1,1,1,0,Tokgoz_et._al,8592,17,197,0,6,0,,1,0,1,1,1,,1,1,0,0,1,1,,14.446,22.358999,7.9130001,.546,.63,.2,3.1500001,2.8333333,.19785847,.02490689,.000698324,.024208566,35.666668,1,.0005860547,0,.63,.2,.2,7.9130001,62.61557,62.61557,.36630037,.025274863,.079615824,1,1,1,1,1,29,35,.025274863,1.4538637,.041538965,.36630037,13.568561,.38767317,.2,6.2011752,.17717643,.079615824,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,35,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,120,0,1,0,0,1,0,0,20.700001,27.1,6.4000001,.30917874,.95999998,.2519685,3.8099999,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.95999998,.2519685,.28074771,6.4000001,40.960003,40.960003,.81496066,.039370079,.14999999,60,.016666668,1,61,.016393442,30,35,.00064541108,1.4538637,.041538965,.01336001,13.568561,.38767317,.0041306308,6.2011752,.17717643,.0024590162,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,55,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,120,0,1,0,0,1,1,0,28.299999,28.299999,0,0,0,0,4.9699998,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,0,0,.28074771,0,0,0,,,,60,.016666668,2,61,.016393442,30,35,,1.4538637,.041538965,,13.568561,.38767317,0,6.2011752,.17717643,,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,10,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,120,0,1,0,0,1,0,0,12.7,12.7,0,0,0,0,4.5999999,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,0,0,.28074771,0,0,0,,,,60,.016666668,3,61,.016393442,30,35,,1.4538637,.041538965,,13.568561,.38767317,0,6.2011752,.17717643,,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,14,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,100,0,1,1,0,0,0,1,10.2,15,4.8000002,.47058824,1.17,.31034482,3.77,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,1.17,.31034482,.28074771,4.8000002,23.040001,23.040001,.65948272,.06465517,.24374998,60,.016666668,4,61,.016393442,30,35,.0010599208,1.4538637,.041538965,.010811191,13.568561,.38767317,.0050876196,6.2011752,.17717643,.003995901,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,37,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,60,0,1,0,0,1,0,0,6.5999999,10.9,4.3000002,.65151513,.28,.17073171,1.64,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.28,.17073171,.28074771,4.3000002,18.490002,18.490002,.26205334,.039705046,.065116279,60,.016666668,5,61,.016393442,30,35,.00065090234,1.4538637,.041538965,.0042959563,13.568561,.38767317,.0027988802,6.2011752,.17717643,.00106748,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,6,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,40,0,1,0,0,1,0,0,0,3.7,3.7,,.82999998,.70940173,1.17,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.82999998,.70940173,.28074771,3.7,13.690001,13.690001,,.1917302,.22432432,60,.016666668,6,61,.016393442,30,35,.0031431178,1.4538637,.041538965,,13.568561,.38767317,.011629536,6.2011752,.17717643,.0036774476,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,42,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,60,0,1,1,0,0,0,1,6.5999999,15,8.3999996,1.2727273,.58999997,.35975611,1.64,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.58999997,.35975611,.28074771,8.3999996,70.55999,70.55999,.28266552,.042828109,.070238099,60,.016666668,7,61,.016393442,30,35,.00070210011,1.4538637,.041538965,.0046338607,13.568561,.38767317,.0058976407,6.2011752,.17717643,.0011514442,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,49,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,100,0,1,0,0,1,1,0,25.700001,32.099998,6.4000001,.24902724,.99000001,.24087591,4.1100001,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.99000001,.24087591,.28074771,6.4000001,40.960003,40.960003,.96726733,.037636861,.15468749,60,.016666668,8,61,.016393442,30,35,.00061699771,1.4538637,.041538965,.015856842,13.568561,.38767317,.0039487854,6.2011752,.17717643,.0025358605,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,17,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,60,0,1,0,0,1,1,0,8,16,8,1,1.05,.38181818,2.75,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,1.05,.38181818,.28074771,8,64,64,.38181818,.047727272,.13124999,60,.016666668,9,61,.016393442,30,35,.00078241422,1.4538637,.041538965,.0062593138,13.568561,.38767317,.0062593138,6.2011752,.17717643,.0021516392,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,50,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,120,0,1,0,0,1,1,0,28.299999,33.799999,5.5,.19434629,.99000001,.19919518,4.9699998,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.99000001,.19919518,.28074771,5.5,30.25,30.25,1.0249497,.036217306,.18000001,60,.016666668,10,61,.016393442,30,35,.00059372629,1.4538637,.041538965,.016802453,13.568561,.38767317,.0032654945,6.2011752,.17717643,.0029508197,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,7,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,60,0,1,0,0,1,0,0,.5,4,3.5,7,.33000001,.16582915,1.99,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.33000001,.16582915,.28074771,3.5,12.25,12.25,.023689879,.047379758,.094285719,60,.016666668,11,61,.016393442,30,35,.00077671732,1.4538637,.041538965,.00038835866,13.568561,.38767317,.0027185106,6.2011752,.17717643,.0015456674,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,30,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,120,0,1,1,0,0,1,0,19,15,-4,-.21052632,0,0,5.96,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,1,0,0,.28074771,4,16,16,0,0,0,60,.016666668,12,61,.016393442,30,35,0,1.4538637,.041538965,0,13.568561,.38767317,0,6.2011752,.17717643,0,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,46,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,40,0,1,0,0,1,1,0,3.8,18.5,14.7,3.8684211,.88999999,.68992245,1.29,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.88999999,.68992245,.28074771,14.7,216.09,216.09,.1783473,.046933502,.060544219,60,.016666668,13,61,.016393442,30,35,.00076940161,1.4538637,.041538965,.0029237261,13.568561,.38767317,.011310204,6.2011752,.17717643,.00099252816,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,27,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,60,0,1,1,0,0,0,1,8,15,7,.875,.89999998,.32727271,2.75,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.89999998,.32727271,.28074771,7,49,49,.37402597,.046753246,.12857142,60,.016666668,14,61,.016393442,30,35,.00076644664,1.4538637,.041538965,.0061315731,13.568561,.38767317,.0053651263,6.2011752,.17717643,.002107728,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,22,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,60,0,1,0,0,1,1,0,8,10.9,2.9000001,.36250001,.34999999,.12727273,2.75,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.34999999,.12727273,.28074771,2.9000001,8.4100008,8.4100008,.35109717,.043887146,.12068965,60,.016666668,15,61,.016393442,30,35,.00071946136,1.4538637,.041538965,.0057556909,13.568561,.38767317,.002086438,6.2011752,.17717643,.0019785187,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,38,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,80,0,1,0,0,1,0,0,13.6,13.6,0,0,0,0,2.3900001,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,0,0,.28074771,0,0,0,,,,60,.016666668,16,61,.016393442,30,35,,1.4538637,.041538965,,13.568561,.38767317,0,6.2011752,.17717643,,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,13,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,80,0,1,1,0,0,0,1,6.5,15,8.5,1.3076923,1.24,.4275862,2.9000001,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,1.24,.4275862,.28074771,8.5,72.25,72.25,.3269777,.05030426,.14588235,60,.016666668,17,61,.016393442,30,35,.00082465995,1.4538637,.041538965,.0053602899,13.568561,.38767317,.0070096096,6.2011752,.17717643,.0023915139,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,23,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,80,0,1,0,0,1,1,0,13.4,13.4,0,0,0,0,3.8699999,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,0,0,.28074771,0,0,0,,,,60,.016666668,18,61,.016393442,30,35,,1.4538637,.041538965,,13.568561,.38767317,0,6.2011752,.17717643,,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,16,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,40,0,1,0,0,1,1,0,0,9.6999998,9.6999998,,1.39,1.1880342,1.17,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,1.39,1.1880342,.28074771,9.6999998,94.089996,94.089996,,.12247775,.14329897,60,.016666668,19,61,.016393442,30,35,.0020078321,1.4538637,.041538965,,13.568561,.38767317,.019475969,6.2011752,.17717643,.0023491634,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,43,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,80,0,1,1,0,0,0,1,13.6,15,1.4,.10294118,.13,.054393306,2.3900001,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.13,.054393306,.28074771,1.4,1.9599999,1.9599999,.52839214,.038852364,.092857137,60,.016666668,20,61,.016393442,30,35,.00063692394,1.4538637,.041538965,.0086621661,13.568561,.38767317,.00089169352,6.2011752,.17717643,.001522248,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,45,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,120,0,1,1,0,0,0,1,20.700001,20.700001,0,0,0,0,3.8099999,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,0,0,.28074771,0,0,0,,,,60,.016666668,21,61,.016393442,30,35,,1.4538637,.041538965,,13.568561,.38767317,0,6.2011752,.17717643,,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,2,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,60,0,1,0,0,1,0,0,.5,10,9.5,19,1,.50251257,1.99,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,1,.50251257,.28074771,9.5,90.25,90.25,.02644803,.05289606,.10526316,60,.016666668,22,61,.016393442,30,35,.00086714845,1.4538637,.041538965,.00043357423,13.568561,.38767317,.0082379105,6.2011752,.17717643,.0017256255,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,44,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,100,0,1,1,0,0,0,1,17.799999,17.799999,0,0,0,0,3.1199999,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,0,0,.28074771,0,0,0,,,,60,.016666668,23,61,.016393442,30,35,,1.4538637,.041538965,,13.568561,.38767317,0,6.2011752,.17717643,,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,1,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,40,0,1,0,0,1,0,0,0,3.3,3.3,,.80000001,.6837607,1.17,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.80000001,.6837607,.28074771,3.3,10.889999,10.889999,,.20720021,.24242425,60,.016666668,24,61,.016393442,30,35,.0033967246,1.4538637,.041538965,,13.568561,.38767317,.011209191,6.2011752,.17717643,.0039741676,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,3,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,80,0,1,0,0,1,0,0,6.5,13.7,7.1999998,1.1076924,1.02,.35172415,2.9000001,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,1.02,.35172415,.28074771,7.1999998,51.839996,51.839996,.31752872,.048850577,.14166667,60,.016666668,25,61,.016393442,30,35,.00080082909,1.4538637,.041538965,.0052053886,13.568561,.38767317,.0057659694,6.2011752,.17717643,.0023224042,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,36,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,40,0,1,0,0,1,0,0,0,11.3,11.3,,.58999997,.53153151,1.11,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.58999997,.53153151,.28074771,11.3,127.69,127.69,,.047038186,.052212387,60,.016666668,26,61,.016393442,30,35,.00077111775,1.4538637,.041538965,,13.568561,.38767317,.008713631,6.2011752,.17717643,.00085594074,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,40,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,120,0,1,0,0,1,0,0,20.700001,20.700001,0,0,0,0,3.8099999,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,0,0,.28074771,0,0,0,,,,60,.016666668,27,61,.016393442,30,35,,1.4538637,.041538965,,13.568561,.38767317,0,6.2011752,.17717643,,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,12,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,60,0,1,1,0,0,0,1,.5,15,14.5,29,1.66,.83417088,1.99,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,1.66,.83417088,.28074771,14.5,210.25,210.25,.028764512,.057529025,.11448275,60,.016666668,28,61,.016393442,30,35,.00094309874,1.4538637,.041538965,.00047154937,13.568561,.38767317,.013674932,6.2011752,.17717643,.0018767663,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,20,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,120,0,1,0,0,1,1,0,23.200001,19,-4.1999998,-.18103448,1.08,.18120806,5.96,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,1,-1.08,-.18120806,.28074771,4.1999998,17.639997,17.639997,-1.0009588,-.043144777,-.25714287,60,.016666668,29,61,.016393442,30,35,-.00070729142,1.4538637,.041538965,-.016409161,13.568561,.38767317,-.0029706238,6.2011752,.17717643,-.0042154565,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,41,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,40,0,1,1,0,0,0,1,0,15,15,,.81999999,.73873872,1.11,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.81999999,.73873872,.28074771,15,225,225,,.049249247,.054666664,60,.016666668,30,61,.016393442,30,35,.00080736465,1.4538637,.041538965,,13.568561,.38767317,.01211047,6.2011752,.17717643,.00089617475,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,60,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,120,0,1,1,0,0,1,0,28.299999,28.299999,0,0,0,0,4.9699998,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,0,0,.28074771,0,0,0,,,,60,.016666668,31,61,.016393442,30,35,,1.4538637,.041538965,,13.568561,.38767317,0,6.2011752,.17717643,,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,33,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,80,0,1,0,0,1,0,0,13.6,22.700001,9.1000004,.66911763,.93000001,.38912135,2.3900001,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.93000001,.38912135,.28074771,9.1000004,82.810005,82.810005,.58154404,.042760588,.1021978,60,.016666668,32,61,.016393442,30,35,.00070099323,1.4538637,.041538965,.0095335087,13.568561,.38767317,.0063790381,6.2011752,.17717643,.0016753736,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,34,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,100,0,1,0,0,1,0,0,17.799999,25.299999,7.5,.4213483,.94,.30128205,3.1199999,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.94,.30128205,.28074771,7.5,56.25,56.25,.71504277,.040170942,.12533334,60,.016666668,33,61,.016393442,30,35,.00065854,1.4538637,.041538965,.011722012,13.568561,.38767317,.0049390495,6.2011752,.17717643,.0020546447,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,58,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,80,0,1,1,0,0,0,1,21.799999,21.799999,0,0,0,0,3.22,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,0,0,.28074771,0,0,0,,,,60,.016666668,34,61,.016393442,30,35,,1.4538637,.041538965,,13.568561,.38767317,0,6.2011752,.17717643,,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,31,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,40,0,1,0,0,1,0,0,0,10.9,10.9,,.56,.5045045,1.11,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.56,.5045045,.28074771,10.9,118.80999,118.80999,,.046284817,.051376149,60,.016666668,35,61,.016393442,30,35,.00075876748,1.4538637,.041538965,,13.568561,.38767317,.0082705654,6.2011752,.17717643,.00084223191,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,5,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,120,0,1,0,0,1,0,0,12.7,17.6,4.9000001,.38582677,1.05,.22826087,4.5999999,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,1.05,.22826087,.28074771,4.9000001,24.01,24.01,.5916149,.04658385,.2142857,60,.016666668,36,61,.016393442,30,35,.00076366961,1.4538637,.041538965,.0096986042,13.568561,.38767317,.0037419812,6.2011752,.17717643,.0035128801,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,28,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,80,0,1,1,0,0,0,1,13.4,15,1.6,.11940298,.27000001,.069767445,3.8699999,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,.27000001,.069767445,.28074771,1.6,2.5600002,2.5600002,.58430237,.043604653,.16875,60,.016666668,37,61,.016393442,30,35,.00071483036,1.4538637,.041538965,.0095787272,13.568561,.38767317,.0011437285,6.2011752,.17717643,.0027663934,5.7900596,.16543028,2-PE,6-PE_other
"Tyner,_Wallace_E.;_Taheripour,_Farzad.Policy_options_for_integrated_energy_and_agricultural_markets_2008",246,39,2008,2020,1,1,1,0,Tyner_and_Taheripour,4330,1,92,0,1,0,1,1,0,1,1,1,100,0,1,0,0,1,0,0,17.799999,17.799999,0,0,0,0,3.1199999,1,.023094688,.021478061,.00023094688,.021247113,93,1,.00045143982,0,0,0,.28074771,0,0,0,,,,60,.016666668,38,61,.016393442,30,35,,1.4538637,.041538965,,13.568561,.38767317,0,6.2011752,.17717643,,5.7900596,.16543028,2-PE,6-PE_other
